CustomerID,Tenure Months_x,Contract_x,Monthly Charges_x,Total Charges,Internet Service,Payment Method,Charges Band,Churn Label_x,CLTV,Churn_Probability,Predicted_Churn,Risk_Tier
9408-SSNVZ,4,Month-to-month,70.15,268.35,Fiber optic,Electronic check,High ($65-95),Yes,2227,0.6654791542084891,1,Medium Risk
0742-MOABM,4,Month-to-month,50.05,179.35,DSL,Mailed check,Medium ($35-65),Yes,3394,0.4419150479965447,0,Low Risk
2232-DMLXU,1,Month-to-month,55.2,55.2,DSL,Mailed check,Medium ($35-65),Yes,3638,0.5916108317241351,1,Medium Risk
8937-RDTHP,1,Month-to-month,84.6,84.6,Fiber optic,Mailed check,High ($65-95),Yes,2484,0.5864690233693648,1,Medium Risk
1251-KRREG,2,Month-to-month,54.4,114.1,DSL,Mailed check,Medium ($35-65),Yes,2556,0.6518337580201486,1,Medium Risk
0094-OIFMO,11,Month-to-month,95.0,1120.3,Fiber optic,Electronic check,High ($65-95),Yes,5980,0.51342938201254,1,Medium Risk
9947-OTFQU,15,Month-to-month,74.4,1074.3,Fiber optic,Electronic check,High ($65-95),Yes,4616,0.7451490766332374,1,Medium Risk
0322-YINQP,1,Month-to-month,48.55,48.55,DSL,Mailed check,Medium ($35-65),Yes,5687,0.5736474261740103,1,Medium Risk
4629-NRXKX,2,Month-to-month,70.4,147.15,Fiber optic,Electronic check,High ($65-95),Yes,5687,0.7728508462674083,1,High Risk
9514-JDSKI,1,Month-to-month,40.2,40.2,DSL,Electronic check,Medium ($35-65),Yes,5828,0.6959439845992341,1,Medium Risk
4959-JOSRX,2,Month-to-month,44.6,80.55,DSL,Credit card (automatic),Medium ($35-65),Yes,4884,0.6387998104553458,1,Medium Risk
7273-TEFQD,3,Month-to-month,41.15,132.2,DSL,Electronic check,Medium ($35-65),Yes,2314,0.8243965714784695,1,High Risk
3606-TWKGI,13,Month-to-month,106.9,1364.3,Fiber optic,Electronic check,Premium (>$95),Yes,2494,0.8155139504638795,1,High Risk
6323-AYBRX,59,Two year,19.35,1099.6,No,Mailed check,Low (<$35),Yes,5084,0.6358696963865674,1,Medium Risk
4385-GZQXV,16,Month-to-month,94.45,1511.2,Fiber optic,Electronic check,High ($65-95),Yes,3810,0.6701584512629983,1,Medium Risk
6366-ZGQGL,1,Month-to-month,24.8,24.8,DSL,Bank transfer (automatic),Low (<$35),Yes,5087,0.61794986796979,1,Medium Risk
5940-AHUHD,1,Month-to-month,70.6,70.6,Fiber optic,Mailed check,High ($65-95),Yes,3338,0.7560515004074699,1,High Risk
6432-TWQLB,5,Month-to-month,85.4,401.1,Fiber optic,Electronic check,High ($65-95),Yes,3676,0.722079207906082,1,Medium Risk
4484-GLZOU,52,Month-to-month,105.05,5624.85,Fiber optic,Electronic check,Premium (>$95),Yes,4839,0.7149258377643899,1,Medium Risk
9512-UIBFX,18,Month-to-month,95.15,1779.95,Fiber optic,Mailed check,Premium (>$95),Yes,4643,0.5430990649134967,1,Medium Risk
5583-SXDAG,1,Month-to-month,70.0,70.0,Fiber optic,Electronic check,High ($65-95),Yes,4094,0.8031035185339102,1,High Risk
3488-PGMQJ,8,Month-to-month,74.5,606.55,Fiber optic,Electronic check,High ($65-95),Yes,4345,0.7838968963703649,1,High Risk
3580-REOAC,10,Month-to-month,44.85,435.4,DSL,Credit card (automatic),Medium ($35-65),Yes,4061,0.4678843393747286,0,Low Risk
7534-BFESC,24,Month-to-month,76.1,1712.7,Fiber optic,Electronic check,High ($65-95),Yes,2018,0.8065012140663729,1,High Risk
6390-DSAZX,1,Month-to-month,73.6,73.6,Fiber optic,Mailed check,High ($65-95),Yes,2565,0.619045943289499,1,Medium Risk
8098-LLAZX,4,Month-to-month,95.45,396.1,Fiber optic,Electronic check,Premium (>$95),Yes,3677,0.9070336264876316,1,High Risk
0265-EDXBD,32,Month-to-month,74.9,2303.35,Fiber optic,Electronic check,High ($65-95),Yes,4105,0.7285577840142338,1,Medium Risk
7563-BIUPC,5,Month-to-month,80.6,415.55,Fiber optic,Electronic check,High ($65-95),Yes,5715,0.8705890116562713,1,High Risk
2321-OMBXY,38,One year,80.3,3058.65,DSL,Credit card (automatic),High ($65-95),Yes,2071,0.21850724756116705,0,Very Low Risk
2840-XANRC,24,Month-to-month,93.15,2231.05,Fiber optic,Electronic check,High ($65-95),Yes,2212,0.7479557810361704,1,Medium Risk
5020-ZSTTY,54,One year,82.45,4350.1,DSL,Bank transfer (automatic),High ($65-95),Yes,4149,0.24007864976658752,0,Very Low Risk
5804-LEPIM,2,Month-to-month,70.35,139.05,Fiber optic,Electronic check,High ($65-95),Yes,2671,0.8596701630677479,1,High Risk
0122-OAHPZ,7,Month-to-month,73.85,511.25,Fiber optic,Electronic check,High ($65-95),Yes,2473,0.8727633624886402,1,High Risk
2868-SNELZ,2,Month-to-month,80.6,155.8,Fiber optic,Mailed check,High ($65-95),Yes,2683,0.7219173821269591,1,Medium Risk
4322-RCYMT,68,One year,75.8,5293.95,DSL,Bank transfer (automatic),High ($65-95),Yes,4903,0.27990267326963497,0,Low Risk
6680-NENYN,43,Two year,104.6,4759.85,Fiber optic,Electronic check,Premium (>$95),Yes,5250,0.5531628641802052,1,Medium Risk
1343-EHPYB,63,Month-to-month,103.4,6603.0,Fiber optic,Electronic check,Premium (>$95),Yes,4352,0.7355906965977782,1,Medium Risk
2034-GDRCN,2,Month-to-month,90.4,168.2,Fiber optic,Electronic check,High ($65-95),Yes,4157,0.8925902859657026,1,High Risk
0219-YTZUE,4,Month-to-month,84.8,371.9,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,4939,0.8138571641600717,1,High Risk
0623-IIHUG,21,Month-to-month,41.9,840.1,DSL,Electronic check,Medium ($35-65),Yes,4778,0.5882535654374749,1,Medium Risk
4572-DVCGN,10,Month-to-month,80.25,846.0,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,3598,0.7346291752235407,1,Medium Risk
9057-MSWCO,27,Month-to-month,30.75,805.1,DSL,Credit card (automatic),Low (<$35),Yes,2927,0.47634789704502906,0,Low Risk
1010-DIAUQ,5,Month-to-month,96.5,492.55,Fiber optic,Bank transfer (automatic),Premium (>$95),Yes,5383,0.6705972478120941,1,Medium Risk
0259-GBZSH,2,Month-to-month,85.65,181.5,Fiber optic,Electronic check,High ($65-95),Yes,3878,0.8871002845130672,1,High Risk
9601-BRXPO,25,Month-to-month,104.95,2566.5,Fiber optic,Bank transfer (automatic),Premium (>$95),Yes,3642,0.660793181975265,1,Medium Risk
6905-NIQIN,1,Month-to-month,50.65,50.65,DSL,Mailed check,Medium ($35-65),Yes,2431,0.5923915460520762,1,Medium Risk
5167-ZFFMM,1,Month-to-month,90.85,90.85,Fiber optic,Credit card (automatic),High ($65-95),Yes,3424,0.7452680822699448,1,Medium Risk
4895-TMWIR,11,Month-to-month,19.95,214.75,No,Mailed check,Low (<$35),Yes,5888,0.33513400225798157,0,Low Risk
0533-BNWKF,55,Month-to-month,85.45,4874.7,Fiber optic,Electronic check,High ($65-95),Yes,5502,0.5839136932113008,1,Medium Risk
6599-CEBNN,34,Month-to-month,73.95,2524.45,Fiber optic,Credit card (automatic),High ($65-95),Yes,5795,0.522710028453698,1,Medium Risk
0979-PHULV,69,Month-to-month,99.45,7007.6,Fiber optic,Credit card (automatic),Premium (>$95),Yes,4020,0.559569383467708,1,Medium Risk
4800-VHZKI,1,Month-to-month,19.9,19.9,No,Mailed check,Low (<$35),Yes,3351,0.6780962706863899,1,Medium Risk
7989-CHGTL,1,Month-to-month,19.6,19.6,No,Mailed check,Low (<$35),Yes,3448,0.6550983342032468,1,Medium Risk
0334-GDDSO,3,Month-to-month,81.35,233.7,Fiber optic,Electronic check,High ($65-95),Yes,2818,0.8525347428598478,1,High Risk
0578-SKVMF,22,Month-to-month,83.3,1845.9,Fiber optic,Electronic check,High ($65-95),Yes,3804,0.625785601480096,1,Medium Risk
5564-NEMQO,1,Month-to-month,75.3,75.3,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,4902,0.7864333546410901,1,High Risk
9063-ZGTUY,61,Month-to-month,19.4,1182.55,No,Mailed check,Low (<$35),Yes,4221,0.36022850430646,0,Low Risk
2957-LOLHO,12,Month-to-month,45.4,518.9,DSL,Bank transfer (automatic),Medium ($35-65),Yes,2887,0.6085608715748348,1,Medium Risk
7752-XUSCI,60,Month-to-month,105.9,6396.45,Fiber optic,Electronic check,Premium (>$95),Yes,4105,0.685743327320005,1,Medium Risk
4110-PFEUZ,1,Month-to-month,69.55,69.55,Fiber optic,Mailed check,High ($65-95),Yes,2792,0.8127905393900633,1,High Risk
0256-LTHVJ,28,Month-to-month,81.05,2227.1,Fiber optic,Electronic check,High ($65-95),Yes,5201,0.7513980280074002,1,High Risk
0880-TKATG,4,Month-to-month,101.15,385.9,Fiber optic,Electronic check,Premium (>$95),Yes,4417,0.7898749131355494,1,High Risk
3811-VBYBZ,7,Month-to-month,99.8,673.25,Fiber optic,Electronic check,Premium (>$95),Yes,2031,0.857354747289919,1,High Risk
4640-UHDOS,13,Month-to-month,55.95,734.35,DSL,Electronic check,Medium ($35-65),Yes,4498,0.5061561174407847,1,Medium Risk
3583-EKAPL,1,Month-to-month,55.0,55.0,DSL,Electronic check,Medium ($35-65),Yes,4877,0.8018652042921268,1,High Risk
9399-APLBT,1,Month-to-month,74.7,74.7,Fiber optic,Electronic check,High ($65-95),Yes,5980,0.8085981933862674,1,High Risk
2359-KMGLI,24,Month-to-month,80.25,1861.5,Fiber optic,Electronic check,High ($65-95),Yes,4418,0.7795467124078901,1,High Risk
0306-JAELE,5,Month-to-month,96.1,453.4,Fiber optic,Electronic check,Premium (>$95),Yes,4192,0.7675392933890522,1,High Risk
6227-HWPWX,15,Month-to-month,69.0,994.8,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,5671,0.4886555285026962,0,Low Risk
0447-BEMNG,48,Month-to-month,45.3,2145.0,DSL,Bank transfer (automatic),Medium ($35-65),Yes,4926,0.28504909724385025,0,Low Risk
5949-XIKAE,8,Month-to-month,83.55,680.05,Fiber optic,Electronic check,High ($65-95),Yes,2879,0.7791725544431151,1,High Risk
8372-JUXUI,1,Month-to-month,74.35,74.35,Fiber optic,Electronic check,High ($65-95),Yes,2814,0.8935466196619894,1,High Risk
0388-EOPEX,2,Month-to-month,74.4,139.4,Fiber optic,Electronic check,High ($65-95),Yes,4263,0.6852093621244028,1,Medium Risk
8205-OTCHB,22,One year,43.75,903.6,DSL,Bank transfer (automatic),Medium ($35-65),Yes,3099,0.46597928024550506,0,Low Risk
6235-VDHOM,5,Month-to-month,28.45,131.05,DSL,Electronic check,Low (<$35),Yes,4099,0.6210695798170595,1,Medium Risk
7783-YKGDV,12,Month-to-month,99.7,1238.45,Fiber optic,Bank transfer (automatic),Premium (>$95),Yes,2538,0.7137944755075509,1,Medium Risk
5609-CEBID,20,Month-to-month,94.1,1782.4,Fiber optic,Electronic check,High ($65-95),Yes,2666,0.7814083975360826,1,High Risk
7218-HKQFK,2,Month-to-month,94.2,167.5,Fiber optic,Electronic check,High ($65-95),Yes,3715,0.7042403269014856,1,Medium Risk
4636-QRJKY,6,Month-to-month,80.5,502.85,Fiber optic,Electronic check,High ($65-95),Yes,5032,0.7502598537961205,1,High Risk
5956-VKDTT,5,Month-to-month,74.35,334.8,Fiber optic,Electronic check,High ($65-95),Yes,5273,0.8617454412060056,1,High Risk
9412-GHEEC,40,Month-to-month,104.8,4131.95,Fiber optic,Bank transfer (automatic),Premium (>$95),Yes,3492,0.4276811531086268,0,Low Risk
0257-ZESQC,27,Month-to-month,75.2,1929.35,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,4517,0.513587662821735,1,Medium Risk
6825-UYPFK,23,Month-to-month,75.6,1758.6,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,2115,0.47750637298571313,0,Low Risk
8397-MVTAZ,34,Month-to-month,100.05,3480.0,Fiber optic,Electronic check,Premium (>$95),Yes,2568,0.8260990073214421,1,High Risk
9282-IZGQK,1,Month-to-month,85.0,85.0,Fiber optic,Electronic check,High ($65-95),Yes,5679,0.9055667507512662,1,High Risk
1342-JPNKI,10,Month-to-month,86.05,834.1,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,2966,0.738975984855542,1,Medium Risk
2817-NTQDO,13,Month-to-month,45.55,597.0,DSL,Credit card (automatic),Medium ($35-65),Yes,4856,0.4297981599282379,0,Low Risk
6986-IJDHX,39,Month-to-month,86.3,3266.0,Fiber optic,Mailed check,High ($65-95),Yes,3364,0.5105094777103809,1,Medium Risk
5301-GAUUY,32,Month-to-month,80.35,2596.15,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,5974,0.518745381325892,1,Medium Risk
0939-YAPAF,35,Month-to-month,100.25,3527.6,Fiber optic,Electronic check,Premium (>$95),Yes,2744,0.7920582728000336,1,High Risk
4710-FDUIZ,56,One year,100.3,5614.45,Fiber optic,Credit card (automatic),Premium (>$95),Yes,5170,0.3650032756415335,0,Low Risk
1218-VKFPE,12,Month-to-month,19.0,233.55,No,Mailed check,Low (<$35),Yes,3535,0.22517910289926962,0,Very Low Risk
3627-FHKBK,1,Month-to-month,75.3,75.3,Fiber optic,Mailed check,High ($65-95),Yes,3244,0.4957530604186905,0,Low Risk
2865-TCHJW,4,Month-to-month,89.2,346.2,Fiber optic,Electronic check,High ($65-95),Yes,5808,0.861462330940656,1,High Risk
5192-EBGOV,1,Month-to-month,85.7,85.7,Fiber optic,Electronic check,High ($65-95),Yes,4880,0.9053765386917574,1,High Risk
0719-SYFRB,12,Month-to-month,61.65,713.75,DSL,Mailed check,Medium ($35-65),Yes,5670,0.26919860188251177,0,Low Risk
3419-SNJJD,65,Month-to-month,105.25,6786.4,Fiber optic,Bank transfer (automatic),Premium (>$95),Yes,4196,0.41514170052474647,0,Low Risk
6543-CPZMK,9,Month-to-month,29.95,248.95,DSL,Electronic check,Low (<$35),Yes,2573,0.6148308754636361,1,Medium Risk
4765-OXPPD,9,Month-to-month,65.0,663.05,DSL,Mailed check,Medium ($35-65),Yes,3983,0.29120771214735824,0,Low Risk
1009-IRMNA,7,Month-to-month,20.0,137.6,No,Bank transfer (automatic),Low (<$35),Yes,4479,0.3660700107379368,0,Low Risk
4554-YGZIH,49,Month-to-month,90.05,4547.25,Fiber optic,Credit card (automatic),High ($65-95),Yes,5059,0.5047545589285978,1,Medium Risk
5099-BAILX,43,Month-to-month,110.75,4687.9,Fiber optic,Bank transfer (automatic),Premium (>$95),Yes,2728,0.6045400358271286,1,Medium Risk
7207-RMRDB,65,Month-to-month,105.5,6985.65,Fiber optic,Electronic check,Premium (>$95),Yes,5720,0.70480464613166,1,Medium Risk
4913-EHYUI,56,One year,104.55,5794.65,Fiber optic,Bank transfer (automatic),Premium (>$95),Yes,6268,0.3947925455029471,0,Low Risk
0195-IESCP,10,Month-to-month,85.25,855.3,Fiber optic,Electronic check,High ($65-95),Yes,3573,0.8636492119805194,1,High Risk
4580-TMHJU,43,Month-to-month,56.15,2499.3,DSL,Electronic check,Medium ($35-65),Yes,2152,0.48941732125990384,0,Low Risk
0970-ETWGE,1,Month-to-month,89.55,89.55,Fiber optic,Electronic check,High ($65-95),Yes,4996,0.8882974510105816,1,High Risk
1626-ERCMM,20,Month-to-month,94.55,1899.65,Fiber optic,Electronic check,High ($65-95),Yes,5604,0.820688710406876,1,High Risk
0887-HJGAR,1,Month-to-month,45.7,45.7,DSL,Mailed check,Medium ($35-65),Yes,2295,0.7453930844052848,1,Medium Risk
5644-PDMZC,2,Month-to-month,89.5,161.5,Fiber optic,Electronic check,High ($65-95),Yes,2065,0.692912742622652,1,Medium Risk
9576-ANLXO,3,Month-to-month,69.55,222.3,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,2876,0.8025066636706956,1,High Risk
2024-BASKD,1,Month-to-month,74.6,74.6,Fiber optic,Mailed check,High ($65-95),Yes,3860,0.7890557806435902,1,High Risk
4160-AMJTL,8,Month-to-month,19.65,164.3,No,Electronic check,Low (<$35),Yes,5432,0.34657612402780275,0,Low Risk
4464-JCOLN,2,One year,19.85,35.9,No,Mailed check,Low (<$35),Yes,2362,0.10815851209459273,0,Very Low Risk
5650-VDUDS,4,Month-to-month,24.25,96.05,DSL,Mailed check,Low (<$35),Yes,2038,0.7050417516598566,1,Medium Risk
7538-GWHML,2,Month-to-month,69.65,145.15,Fiber optic,Electronic check,High ($65-95),Yes,2323,0.7955560216647968,1,High Risk
3859-CVCET,4,Month-to-month,45.65,191.05,DSL,Mailed check,Medium ($35-65),Yes,2864,0.5498189290819099,1,Medium Risk
3276-HDUEG,1,Month-to-month,75.05,75.05,Fiber optic,Mailed check,High ($65-95),Yes,4838,0.833592878164979,1,High Risk
0823-HSCDJ,52,Month-to-month,49.15,2550.9,DSL,Electronic check,Medium ($35-65),Yes,5597,0.5558213186169281,1,Medium Risk
0822-GAVAP,2,Month-to-month,34.7,62.25,DSL,Electronic check,Low (<$35),Yes,3146,0.8296223647732909,1,High Risk
1448-PWKYE,1,Month-to-month,80.0,80.0,Fiber optic,Electronic check,High ($65-95),Yes,2046,0.8193654157579721,1,High Risk
0067-DKWBL,2,Month-to-month,49.25,91.1,DSL,Electronic check,Medium ($35-65),Yes,3475,0.7502098473478408,1,High Risk
2276-YDAVZ,3,Month-to-month,75.1,270.7,Fiber optic,Credit card (automatic),High ($65-95),Yes,4965,0.7938143402462857,1,High Risk
5896-NPFWW,3,Month-to-month,50.15,168.15,DSL,Electronic check,Medium ($35-65),Yes,3273,0.7730066014422105,1,High Risk
7133-VBDCG,25,Month-to-month,79.85,2015.35,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,4535,0.47343642516799994,0,Low Risk
1029-QFBEN,1,Month-to-month,19.55,19.55,No,Mailed check,Low (<$35),Yes,3556,0.557781523411754,1,Medium Risk
4952-YSOGZ,4,Month-to-month,85.95,381.3,Fiber optic,Electronic check,High ($65-95),Yes,5640,0.87933297574308,1,High Risk
1589-AGTLK,3,Month-to-month,45.35,141.5,DSL,Electronic check,Medium ($35-65),Yes,2450,0.8180215776244059,1,High Risk
5244-IRFIH,33,Month-to-month,94.5,3105.55,Fiber optic,Electronic check,High ($65-95),Yes,4333,0.8009253960518913,1,High Risk
2684-EIWEO,30,Month-to-month,91.7,2758.15,Fiber optic,Credit card (automatic),High ($65-95),Yes,2482,0.4002426460022086,0,Low Risk
6439-GTPCA,45,Month-to-month,87.25,3941.7,Fiber optic,Electronic check,High ($65-95),Yes,5269,0.6071388727588469,1,Medium Risk
5138-WVKYJ,10,Month-to-month,98.55,1008.55,Fiber optic,Electronic check,Premium (>$95),Yes,3658,0.6335495745951355,1,Medium Risk
6683-VLCTZ,20,Month-to-month,98.55,1842.8,Fiber optic,Electronic check,Premium (>$95),Yes,5444,0.8438538388332275,1,High Risk
2189-WWOEW,15,Month-to-month,85.9,1269.55,Fiber optic,Bank transfer (automatic),High ($65-95),Yes,3579,0.6157680227215638,1,Medium Risk
1894-IGFSG,22,Month-to-month,89.25,1907.85,Fiber optic,Electronic check,High ($65-95),Yes,3161,0.6406378978104976,1,Medium Risk
7379-POKDZ,3,Month-to-month,70.3,208.85,Fiber optic,Electronic check,High ($65-95),Yes,3038,0.8584273482945752,1,High Risk
0236-HFWSV,15,Month-to-month,93.35,1444.65,Fiber optic,Electronic check,High ($65-95),Yes,5264,0.8699088288137989,1,High Risk
3900-AQPHZ,1,Month-to-month,19.9,19.9,No,Mailed check,Low (<$35),Yes,4248,0.5938439963929123,1,Medium Risk
5842-POCOP,5,Month-to-month,88.9,454.15,Fiber optic,Mailed check,High ($65-95),Yes,4356,0.6569992640468796,1,Medium Risk
2037-XJFUP,33,One year,95.8,3036.75,Fiber optic,Electronic check,Premium (>$95),Yes,4161,0.6068004075734187,1,Medium Risk
7314-OXENN,2,Month-to-month,82.0,184.65,Fiber optic,Electronic check,High ($65-95),Yes,3051,0.8490537865021747,1,High Risk
0322-CHQRU,2,Month-to-month,45.35,89.5,DSL,Electronic check,Medium ($35-65),Yes,3478,0.7155887366958771,1,Medium Risk
